id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,1,App0,2.0000002,M.User,2,15000,0
2,LINK,1,2,App1,2.0000002,M.User,2,15000,1
3,LINK,2,3,App2,2.0000002,M.User,2,15000,2
4,LINK,3,4,App3,2.0000002,M.User,2,15000,3
5,LINK,4,5,App4,2.0000002,M.User,2,15000,4
1,LINK,1,2,App0,2.0000002,M.User,4.000000200000001,15000,0
2,LINK,2,3,App1,2.0000002,M.User,4.000000200000001,15000,1
3,LINK,3,4,App2,2.0000002,M.User,4.000000200000001,15000,2
4,LINK,4,5,App3,2.0000002,M.User,4.000000200000001,15000,3
5,LINK,5,12,App4,2.0000002,M.Result1,4.400000200000001,15000,4
5,LINK,5,12,App4,2.0000002,M.Result2,4.600000200000001,15000,5
1,LINK,2,3,App0,2.0000002,M.User,6.000000400000001,15000,2
2,LINK,3,4,App1,2.0000002,M.User,6.000000400000001,15000,3
3,LINK,4,5,App2,2.0000002,M.User,6.000000400000001,15000,4
5,LINK,12,19,App4,2.0000002,M.Result1,6.4000004000000015,15000,4
4,LINK,5,4,App3,2.0000002,M.Result1,6.4000004000000015,15000,5
4,LINK,5,4,App3,2.0000002,M.Result2,6.600000400000002,15000,6
6,LINK,0,1,App0,2.0000002,M.User,7,15000,7
7,LINK,1,2,App1,2.0000002,M.User,7,15000,8
8,LINK,2,3,App2,2.0000002,M.User,7,15000,9
9,LINK,3,4,App3,2.0000002,M.User,7,15000,10
10,LINK,4,5,App4,2.0000002,M.User,7,15000,11
11,LINK,0,1,App0,2.0000002,M.User,8,15000,12
12,LINK,1,2,App1,2.0000002,M.User,8,15000,13
13,LINK,2,3,App2,2.0000002,M.User,8,15000,14
14,LINK,3,4,App3,2.0000002,M.User,8,15000,15
15,LINK,4,5,App4,2.0000002,M.User,8,15000,16
1,LINK,3,4,App0,2.0000002,M.User,8.000000600000002,15000,14
2,LINK,4,5,App1,2.0000002,M.User,8.000000600000002,15000,15
3,LINK,5,4,App2,2.0000002,M.Result1,8.4000006,15000,16
5,LINK,12,19,App4,2.0000002,M.Result2,8.400000600000002,15000,14
5,LINK,19,26,App4,2.0000002,M.Result1,8.400000600000002,15000,15
4,LINK,4,3,App3,2.0000002,M.Result1,8.400000600000002,15000,16
3,LINK,5,4,App2,2.0000002,M.Result2,8.6000006,15000,17
16,LINK,0,1,App0,2.0000002,M.User,9,15000,18
17,LINK,1,2,App1,2.0000002,M.User,9,15000,19
18,LINK,2,3,App2,2.0000002,M.User,9,15000,20
19,LINK,3,4,App3,2.0000002,M.User,9,15000,21
20,LINK,4,5,App4,2.0000002,M.User,9,15000,22
6,LINK,1,2,App0,2.0000002,M.User,9.0000002,15000,21
7,LINK,2,3,App1,2.0000002,M.User,9.0000002,15000,22
21,LINK,0,1,App0,2.0000002,M.User,10,15000,23
22,LINK,1,2,App1,2.0000002,M.User,10,15000,24
23,LINK,2,3,App2,2.0000002,M.User,10,15000,25
24,LINK,3,4,App3,2.0000002,M.User,10,15000,26
25,LINK,4,5,App4,2.0000002,M.User,10,15000,27
8,LINK,3,4,App2,2.0000002,M.User,10.000000800000002,15000,25
9,LINK,4,5,App3,2.0000002,M.User,10.000000800000002,15000,26
10,LINK,5,12,App4,2.0000002,M.Result1,10.4000008,15000,27
4,LINK,4,11,App3,2.0000002,M.Result2,10.400000800000003,15000,24
5,LINK,19,20,App4,2.0000002,M.Result2,10.400000800000003,15000,25
5,LINK,26,33,App4,2.0000002,M.Result1,10.400000800000003,15000,26
4,LINK,3,10,App3,2.0000002,M.Result1,10.400000800000003,15000,27
10,LINK,5,12,App4,2.0000002,M.Result2,10.6000008,15000,28
26,LINK,0,1,App0,2.0000002,M.User,11,15000,29
